RACINE	LIBELLE	ASO	DA	LibelleDomaineActivite	GP_CAS 	LibelleGroupesDeTypePlanification	GA	LibelleGroupesActivite	DA_GP	DA_GP_GA
16M18	Autres affections hematologiques concernant majoritairement la petite enfance	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G145	Autres Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs siege imprecis ou diffus	D16X14	D16X14G145
17C06	Interventions majeures de la CMD17	C	D16	Hematologie	C21	Chir. pour Aff. des Org. Hematopoietiques, Lymphomes, Leucemies, Tumeurs SID	G141	Chirurgie au cours des tumeurs malignes (hematologie)	D16C21	D16C21G141
17C07	Interventions intermediaires de la CMD17	C	D16	Hematologie	C21	Chir. pour Aff. des Org. Hematopoietiques, Lymphomes, Leucemies, Tumeurs SID	G141	Chirurgie au cours des tumeurs malignes (hematologie)	D16C21	D16C21G141
17C08	Interventions mineures de la CMD17	C	D16	Hematologie	C21	Chir. pour Aff. des Org. Hematopoietiques, Lymphomes, Leucemies, Tumeurs SID	G141	Chirurgie au cours des tumeurs malignes (hematologie)	D16C21	D16C21G141
17K04	Autres irradiations	M	D17	Chimiotherapie, radiotherapie, hors seances	K14	Radiotherapie (hors seances)	G149	Radiotherapie hors seances	D17K14	D17K14G149
17K05	Curietherapies de la prostate par implants permanents	M	D17	Chimiotherapie, radiotherapie, hors seances	K14	Radiotherapie (hors seances)	G149	Radiotherapie hors seances	D17K14	D17K14G149
17K07	Affections myeloproliferatives et tumeurs de siege imprecis sans acte operatoire, avec anesthesie, en ambulatoire	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	K15	Autres sej. sans acte, avec anesthesie, en ambulatoire (Aff. myeloP., peau, sein...)	G203	 Autres sej. sans acte, avec anesthesie, en ambulatoire (Aff. myeloP., peau, sein..)	D26K15	D26K15G203
17K08	Autres curietherapies	M	D17	Chimiotherapie, radiotherapie, hors seances	K14	Radiotherapie (hors seances)	G149	Radiotherapie hors seances	D17K14	D17K14G149
17K09	Irradiations internes	M	D17	Chimiotherapie, radiotherapie, hors seances	K14	Radiotherapie (hors seances)	G149	Radiotherapie hors seances	D17K14	D17K14G149
17M05	Chimiotherapie pour leucemie aigüe	M	D17	Chimiotherapie, radiotherapie, hors seances	X23	Chimiotherapie (hors seances)	G148	Chimiotherapie hors seances	D17X23	D17X23G148
17M06	Chimiotherapie pour autre tumeur	M	D17	Chimiotherapie, radiotherapie, hors seances	X23	Chimiotherapie (hors seances)	G148	Chimiotherapie hors seances	D17X23	D17X23G148
17M08	Leucemies aigües, age inferieur a 18 ans	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G144	Affections hematologiques malignes 	D16X14	D16X14G144
17M09	Leucemies aigües, age superieur a 17 ans	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G144	Affections hematologiques malignes 	D16X14	D16X14G144
17M14	Explorations et surveillance pour affections myeloproliferatives et tumeurs de siege imprecis ou diffus	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G147	Explorations et surveillance pour affections myeloproliferatives et tumeurs de siege imprecis ou diffus	D16X14	D16X14G147
17M15	Lymphomes et autres affections malignes lymphoides	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G144	Affections hematologiques malignes 	D16X14	D16X14G144
17M16	Hemopathies myeloides chroniques	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G145	Autres Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs siege imprecis ou diffus	D16X14	D16X14G145
17M17	Autres affections et tumeurs de siege imprecis ou diffus	M	D16	Hematologie	X14	Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs SID	G145	Autres Maladies immunitaires, du Sang, des Organes hematopoietiques, Tumeurs siege imprecis ou diffus	D16X14	D16X14G145
18C02	Interventions pour maladies infectieuses ou parasitaires	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	C25	Chirurgie inter specialites	G179	Chirurgie inter specialites	D26C25	D26C25G179
18M02	Maladies virales et fievres d'etiologie indeterminee, age inferieur 18 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G151	Maladies virales et fievres d'origine inconnue	D18X19	D18X19G151
18M03	Maladies virales, age superieur a 17 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G151	Maladies virales et fievres d'origine inconnue	D18X19	D18X19G151
18M04	Fievres d'etiologie indeterminee, age superieur a 17 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G151	Maladies virales et fievres d'origine inconnue	D18X19	D18X19G151
18M06	Septicemies, age inferieur a 18 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G152	Septicemies	D18X19	D18X19G152
18M07	Septicemies, age superieur a 17 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G152	Septicemies	D18X19	D18X19G152
18M09	Paludisme	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G153	Maladies infectieuses ou parasitaires hors septicemies et maladies virales	D18X19	D18X19G153
18M10	Maladies infectieuses severes	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G153	Maladies infectieuses ou parasitaires hors septicemies et maladies virales	D18X19	D18X19G153
18M11	Autres maladies infectieuses ou parasitaires	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G153	Maladies infectieuses ou parasitaires hors septicemies et maladies virales	D18X19	D18X19G153
18M12	Explorations et surveillance pour maladies infectieuses ou parasitaires	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G155	Explorations et surveillance pour maladies infectieuses ou parasitaires	D18X19	D18X19G155
18M13	Affections de la CMD 18 avec deces : sejours de moins de 2 jours	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G154	Deces secondaire a une maladie infectieuse: sejours de moins de 2 jours	D18X19	D18X19G154
18M14	Symptômes et autres recours aux soins de la CMD 18	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G153	Maladies infectieuses ou parasitaires hors septicemies et maladies virales	D18X19	D18X19G153
18M15	Autres maladies infectieuses concernant majoritairement la petite enfance	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G153	Maladies infectieuses ou parasitaires hors septicemies et maladies virales	D18X19	D18X19G153
19C02	Interventions chirurgicales avec un diagnostic principal de maladie mentale	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	C25	Chirurgie inter specialites	G179	Chirurgie inter specialites	D26C25	D26C25G179
19M02	Troubles aigus de l'adaptation et du fonctionnement psychosocial	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M06	Troubles mentaux d'origine organique et retards mentaux, age superieur a 79 ans	M	D22	Psychiatrie	X20	Psychiatrie	G170	Troubles mentaux d'origine organique et retards mentaux	D22X20	D22X20G170
19M07	Troubles mentaux d'origine organique et retards mentaux, age inferieur a 80 ans	M	D22	Psychiatrie	X20	Psychiatrie	G170	Troubles mentaux d'origine organique et retards mentaux	D22X20	D22X20G170
19M10	Nevroses autres que les nevroses depressives	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M11	Nevroses depressives	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M12	Anorexie mentale et boulimie	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M13	Autres troubles de la personnalite et du comportement avec reactions impulsives	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M14	Troubles bipolaires et syndromes depressifs severes	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M15	Autres psychoses, age superieur a 79 ans	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M16	Autres psychoses, age inferieur a 80 ans	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M17	Maladies et troubles du developpement psychologiques de l'enfance	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M18	Autres maladies et troubles mentaux de l'enfance	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M19	Troubles de l'humeur	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M20	Autres troubles mentaux	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
19M21	Explorations et surveillance pour maladies et troubles mentaux	M	D22	Psychiatrie	X20	Psychiatrie	G172	Explorations et surveillance pour maladies et troubles mentaux	D22X20	D22X20G172
19M22	Symptômes et autres recours aux soins de la CMD 19	M	D22	Psychiatrie	X20	Psychiatrie	G171	Nevroses, psychoses et autres troubles mentaux	D22X20	D22X20G171
20Z02	Toxicomanies non ethyliques avec dependance	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G173	Toxicomanies et alcoolisme	D23X21	D23X21G173
20Z03	Abus de drogues non ethyliques sans dependance	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G173	Toxicomanies et alcoolisme	D23X21	D23X21G173
20Z04	Ethylisme avec dependance	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G173	Toxicomanies et alcoolisme	D23X21	D23X21G173
20Z05	Ethylisme aigu	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G173	Toxicomanies et alcoolisme	D23X21	D23X21G173
20Z06	Troubles mentaux organiques induits par l'alcool ou d'autres substances	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G173	Toxicomanies et alcoolisme	D23X21	D23X21G173
21C04	Interventions sur la main ou le poignet a la suite de blessures	C	D02	Orthopedie traumatologie	C11	Chirurgies autres de l'appareil locomoteur, amputations	G029	Chirurgies main, poignet	D02C11	D02C11G029
21C05	Autres interventions pour blessures ou complications d'acte	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	C25	Chirurgie inter specialites	G179	Chirurgie inter specialites	D26C25	D26C25G179
21C06	Greffes de peau ou parages de plaies pour lesions autres que des brûlures	C	D20	Tissu cutane et tissu sous-cutane	C23	Parages de plaies, Greffes de peau, des Tissus S/C	G163	Greffes peau / parages hors brûlures	D20C23	D20C23G163
21K02	Traumatismes, allergies et empoisonnements sans acte operatoire, avec anesthesie, en ambulatoire	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	K17	Traumatologie avec acte classant non operatoire ou anesthesie	G206	Traumatismes, allergies et empoisonnements sans acte operatoire, avec anesthesie, en ambulatoire	D26K17	D26K17G206
21M02	Effets toxiques des medicaments et substances biologiques, age inferieur a 18 ans	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
21M04	Reactions allergiques non classees ailleurs, age inferieur a 18 ans	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G174	Allergies	D23X21	D23X21G174
21M05	Reactions allergiques non classees ailleurs, age superieur a 17 ans	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G174	Allergies	D23X21	D23X21G174
21M06	Traumatismes imprecis, age inferieur a 18 ans	C	D02	Orthopedie traumatologie	X05	Traumatologie et ablation de materiel de l'appareil locomoteur	G036	Traumatismes du bassin et des membres	D02X05	D02X05G036
21M07	Traumatismes imprecis, age superieur a 17 ans	C	D02	Orthopedie traumatologie	X05	Traumatologie et ablation de materiel de l'appareil locomoteur	G036	Traumatismes du bassin et des membres	D02X05	D02X05G036
21M10	Effets toxiques des medicaments et substances biologiques, age superieur a 17 ans	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
21M11	Effets toxiques des autres substances chimiques	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
21M12	Autres effets toxiques	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
21M13	Maltraitance	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G181	Medecine inter specialites	D26X24	D26X24G181
21M14	Autres traumatismes et effets nocifs autres que les intoxications	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
21M15	Rejets de greffe	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G181	Medecine inter specialites	D26X24	D26X24G181
21M16	Autres complications iatrogeniques non classees ailleurs	M	D23	Toxicologie, Intoxications, Alcool	X21	Effets nocifs, alcool, toxicologie, allergies	G175	Iatrogenie, intox medicamenteuses et chimiques	D23X21	D23X21G175
22C02	Brûlures non etendues avec greffe cutanee	C	D21	Brûlures	C24	Chirurgie pour brûlures	G204	Brûlures chirurgie	D21C24	D21C24G204
22C03	Brûlures non etendues avec parages de plaie ou autres interventions chirurgicales	C	D21	Brûlures	C24	Chirurgie pour brûlures	G204	Brûlures chirurgie	D21C24	D21C24G204
22K02	Brûlures sans acte operatoire, avec anesthesie, en ambulatoire	C	D21	Brûlures	K16	Brûlures sans acte operatoire, avec anesthesie, en ambulatoire	G215	Brûlures sans acte operatoire, avec anesthesie, en ambulatoire	D21K16	D21K16G215
22M02	Brûlures et gelures non etendues sans intervention chirurgicale	C	D21	Brûlures	X17	Brûlures	G169	Brûlures sans acte operatoire classant	D21X17	D21X17G169
22Z02	Brûlures etendues	C	D21	Brûlures	X17	Brûlures	G169	Brûlures sans acte operatoire classant	D21X17	D21X17G169
22Z03	Brûlures avec transfert vers un autre etablissement MCO : sejours de moins de 2 jours	C	D21	Brûlures	X17	Brûlures	G169	Brûlures sans acte operatoire classant	D21X17	D21X17G169
23C02	Interventions chirurgicales avec autres motifs de recours aux services de sante	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	C25	Chirurgie inter specialites	G179	Chirurgie inter specialites	D26C25	D26C25G179
23K02	Explorations nocturnes et apparentees : sejours de moins de 2 jours	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	K12	Explorations nocturnes, sejours de moins de 2 jours	G183	Explorations nocturnes et apparentees	D26K12	D26K12G183
23K03	Motifs de recours de la CMD 23 sans acte operatoire, avec anesthesie, en ambulatoire	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	K15	Autres sej. sans acte, avec anesthesie, en ambulatoire (Aff. myeloP., peau, sein...)	G203	 Autres sej. sans acte, avec anesthesie, en ambulatoire (Aff. myeloP., peau, sein..)	D26K15	D26K15G203
23M02	Reeducation	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G186	Reeducation - Convalescence	D26X18	D26X18G186
23M06	Autres facteurs influant sur l'etat de sante	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G194	Signes et symptômes	D26X24	D26X24G194
23M07	Autres motifs de recours pour infection a VIH, en ambulatoire	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G156	Maladies VIH	D18X19	D18X19G156
23M08	Autres motifs de recours chez un patient diabetique, en ambulatoire	M	D19	Endocrinologie	X15	Diabete, Maladies metaboliques, Endocrinologie (hors complications)	G159	Diabete	D19X15	D19X15G159
23M09	Chimiotherapie pour affections non tumorales	M	D17	Chimiotherapie, radiotherapie, hors seances	X23	Chimiotherapie (hors seances)	G150	Chimiotherapie non tumorale hors seances	D17X23	D17X23G150
23M10	Soins de contrôle chirurgicaux	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G184	Suivi therap.d'affections connues 	D26X18	D26X18G184
23M11	Autres motifs concernant majoritairement la petite enfance	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G181	Medecine inter specialites	D26X24	D26X24G181
23M14	Traitements prophylactiques	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G184	Suivi therap.d'affections connues 	D26X18	D26X18G184
23M15	Actes non effectues en raison d'une contre-indication	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G181	Medecine inter specialites	D26X24	D26X24G181
23M16	Convalescences et autres motifs sociaux	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G186	Reeducation - Convalescence	D26X18	D26X18G186
23M19	Explorations et surveillance pour autres motifs de recours aux soins	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G185	Explorations et surveillance pour autres motifs de recours aux soins	D26X18	D26X18G185
23M20	Autres symptômes et motifs de recours aux soins de la CMD 23	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X24	Medecine inter specialites, Autres symptômes ou motifs medicaux	G194	Signes et symptômes	D26X24	D26X24G194
23M21	Desensibilisations et tests allergologiques necessitant une hospitalisation	M	D26	Activites inter specialites, suivi therapeutique d'affections connues	X18	Suivi therap. d'affections connues, Allergologie, Reeducation, Convalescence	G182	Allergologie	D26X18	D26X18G182
23Z02	Soins Palliatifs, avec ou sans acte	M	D24	Douleurs chroniques, Soins palliatifs	X22	Douleur et soins palliatifs	G176	Soins palliatifs	D24X22	D24X22G176
23Z03	Interventions de confort et autres interventions non prises en charge par l'assurance maladie obligatoire	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	X26	Chirurgie esthetique et de confort	G180	Chirurgie esthetique et de confort	D26X26	D26X26G180
25C02	Interventions pour maladie due au VIH	C	D26	Activites inter specialites, suivi therapeutique d'affections connues	C25	Chirurgie inter specialites	G179	Chirurgie inter specialites	D26C25	D26C25G179
25M02	Autres maladies dues au VIH	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G156	Maladies VIH	D18X19	D18X19G156
25Z02	Maladies dues au VIH, avec deces	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G156	Maladies VIH	D18X19	D18X19G156
25Z03	Maladies dues au VIH, age inferieur a 13 ans	M	D18	Maladies infectieuses (dont VIH)	X19	Fievre, Infection, Septicemie, VIH	G156	Maladies VIH	D18X19	D18X19G156
26C02	Interventions pour traumatismes multiples graves	C	D03	Traumatismes multiples ou complexes graves	C12	Traumatismes multiples graves	G037	Polytraumatismes graves	D03C12	D03C12G037
26M02	Traumatismes multiples graves	C	D03	Traumatismes multiples ou complexes graves	X25	Traumatismes multiples graves	G216	Polytraumatismes graves	D03X25	D03X25G216
27C02	Transplantations hepatiques	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27C03	Transplantations pancreatiques	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27C04	Transplantations pulmonaires	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27C05	Transplantations cardiaques	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27C06	Transplantations renales	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27C07	Autres transplantations	C	D25	Transplant. d'organes	C01	Transplant. d'organes (hors greffes de moelle & cornee)	G178	Transplantations d'organes	D25C01	D25C01G178
27Z02	Allogreffes de cellules souches hematopoietiques	M	D16	Hematologie	X01	Greffe de moelle, Auto et Allogreffes de cellules souches	G142	greffes de cellules souches hematopoietiques	D16X01	D16X01G142
27Z03	Autogreffes de cellules souches hematopoietiques	M	D16	Hematologie	X01	Greffe de moelle, Auto et Allogreffes de cellules souches	G142	greffes de cellules souches hematopoietiques	D16X01	D16X01G142
27Z04	Greffes de cellules souches hematopoietiques, en ambulatoire	M	D16	Hematologie	X01	Greffe de moelle, Auto et Allogreffes de cellules souches	G142	greffes de cellules souches hematopoietiques	D16X01	D16X01G142
28Z01	Entrainements a la dialyse peritoneale automatisee, en seances	M	D27	Seances	S01	Dialyse	G187	Seances : dialyse	D27S01	D27S01G187
28Z02	Entrainements a la dialyse peritoneale continue ambulatoire, en seances	M	D27	Seances	S01	Dialyse	G187	Seances : dialyse	D27S01	D27S01G187
28Z03	Entrainements a l'hemodialyse, en seances	M	D27	Seances	S01	Dialyse	G187	Seances : dialyse	D27S01	D27S01G187
28Z04	Hemodialyse, en seances	M	D27	Seances	S01	Dialyse	G187	Seances : dialyse	D27S01	D27S01G187
28Z07	Chimiotherapie pour tumeur, en seances	M	D27	Seances	S02	Chimiotherapie pour tumeur	G190	Seances : chimiotherapie	D27S02	D27S02G190
28Z10	Curietherapie, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z11	Techniques speciales d'irradiation externe, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z14	Transfusions, en seances	M	D27	Seances	S05	Transfusion	G188	Seances : transfusion	D27S05	D27S05G188
28Z15	Oxygenotherapie hyperbare, en seances	M	D27	Seances	S07	Oxygenotherapie hyperbare, en seances	G192	Seances : caisson hyperbare	D27S07	D27S07G192
28Z16	Aphereses sanguines, en seances	M	D27	Seances	S06	Apherese	G193	Seances : apherese sanguine	D27S06	D27S06G193
28Z17	Chimiotherapie pour affection non tumorale, en seances	M	D27	Seances	S03	Chimiotherapie pour aff. Non tumorale	G191	Seances : chimiotherapie non tumorale	D27S03	D27S03G191
28Z18	Radiotherapie conformationnelle avec modulation d'intensite, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z19	Preparations a une irradiation externe par RCMI ou techniques speciales	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z20	Preparations a une irradiation externe avec dosimetrie tridimensionnelle avec HDV	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z21	Preparations a une irradiation externe avec dosimetrie tridimensionnelle sans HDV	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z22	Autres preparations a une irradiation externe	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z23	Techniques complexes d'irradiation externe avec repositionnement, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z24	Techniques complexes d'irradiation externe sans repositionnement, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
28Z25	Autres techniques d'irradiation externe, en seances	M	D27	Seances	S04	Radiotherapie	G189	Seances : radiotherapie	D27S04	D27S04G189
90H01	Erreurs detectees dans les RSA par le logiciel de mesure de l'activite hospitaliere	Z	D90	Sejours en erreur	Z99	Sejours en Erreur	G999	Sejours en Erreur 	D90Z99	D90Z99G999
90Z00	Erreurs detectees par les contrôles effectues sur les RUM et leur sequencement	Z	D90	Sejours en erreur	Z99	Sejours en Erreur	G999	Sejours en Erreur 	D90Z99	D90Z99G999
90Z01	Diagnostic invalide comme diagnostic principal, dans certaines circonstances	Z	D90	Sejours en erreur	Z99	Sejours en Erreur	G999	Sejours en Erreur 	D90Z99	D90Z99G999
90Z02	Autres erreurs detectees dans le parcours de l'arbre de groupage	Z	D90	Sejours en erreur	Z99	Sejours en Erreur	G999	Sejours en Erreur 	D90Z99	D90Z99G999
90Z03	Erreurs d'implementation de la fonction groupage ou erreur d'execution d'un programme	Z	D90	Sejours en erreur	Z99	Sejours en Erreur	G999	Sejours en Erreur 	D90Z99	D90Z99G999
