CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
C183	C18.3	2	480	-	T.M. DE L'ANGLE DROIT DU COLON
C184	C18.4	2	480	-	T.M. DU COLON TRANSVERSE 
C185	C18.5	2	480	-	T.M. DE L'ANGLE GAUCHE DU COLON
C188	C18.8	2	480	-	T.M. A LOC. CONTIGUES DU COLON
C19	C19	2	480	-	T.M. DE LA JONCTION RECTO-SIGMOIDIENNE
C20	C20	2	637	-	T.M. DU RECTUM
C210	C21.0	2	829	-	T.M. DE L'ANUS, SAI
C211	C21.1	2	829	-	T.M. DU CANAL ANAL
C212	C21.2	2	829	-	T.M. DE LA ZONE CLOACALE
C218	C21.8	2	829	-	T.M. A LOC. CONTIGUES DU RECTUM, DE L'ANUS ET DU CANAL 
C220	C22.0	2	447	15	CARC. HEPATOCELLULAIRE 
C221	C22.1	2	447	15	CARC. DU CANAL BIL. INTRAHEPATIQUE 
C23	C23	2	762	15	T.M. DE LA VESICULE BIL.
C240	C24.0	2	762	15	T.M. DU CANAL BIL. EXTRA-HEPATIQUE
C241	C24.1	2	762	15	T.M. DE L'AMPOULE DE VATER
C248	C24.8	2	762	15	T.M. A LOC. CONTIGUES DES VOIES BIL.
C249	C24.9	2	762	15	T.M. DES VOIES BIL., SAI
C250	C25.0	2	166	15	T.M. DE LA TETE DU PANCREAS 
C251	C25.1	2	166	15	T.M. DU CORPS DU PANCREAS
C252	C25.2	2	166	15	T.M. DE LA QUEUE DU PANCREAS
C253	C25.3	2	166	15	T.M. DU CANAL PANCREATIQUE 
C254	C25.4	2	166	15	T.M. DU PANCREAS ENDOCRINE
C254+0	C25.4+0	2	166	15	T.M. PANCREAS ENDOCR. NEM1 
C254+8	C25.4+8	2	166	15	T.M. PANCREAS ENDOCR. NCA/SAI 
C257	C25.7	2	166	15	T.M. D'AUTRES PARTIES DU PANCREAS
C258	C25.8	2	166	15	T.M. A LOC. CONTIGUES DU PANCREAS
C259	C25.9	2	166	15	T.M. DU PANCREAS, SAI
C259+0	C25.9+0	2	166	15	T.M. PANCREAS FAM.
C259+8	C25.9+8	2	166	15	T.M. PANCREAS NCA/SAI 
C260	C26.0	2	866	-	T.M. DU TRACTUS INTEST. 
C261	C26.1	2	762	-	T.M. DE LA RATE
C268	C26.8	2	866	12	T.M. A LOC. CONTIGUES DE L'APP. DIG.
C300	C30.0	2	523	-	T.M. DES FOSSES NASALES 
C301	C30.1	2	523	-	T.M. DE L'OREILLE MOY. 
C310	C31.0	2	523	-	T.M. DU SINUS MAXILLAIRE 
C311	C31.1	2	523	-	T.M. DU SINUS ETHMOIDAL 
C312	C31.2	2	523	-	T.M. DU SINUS FRONTAL 
C313	C31.3	2	523	-	T.M. DU SINUS SPHENOIDAL 
C318	C31.8	2	523	-	T.M. A LOC. CONTIGUES DES SINUS DE LA FACE
C319	C31.9	2	523	-	T.M. DES SINUS DE LA FACE, SAI
C410	C41.0	2	828	-	T.M. DES OS DU CRANE ET DE LA FACE 
C411	C41.1	2	914	-	T.M. DE LA MANDIBULE 
C412	C41.2	2	828	-	T.M. DU RACHIS
C413	C41.3	2	828	-	T.M. DES COTES, DU STERNUM ET DE LA CLAVICULE
C414	C41.4	2	828	-	T.M. DES OS DU PELVIS, DU SACRUM ET DU COCCYX
C418	C41.8	2	828	-	T.M. A LOC. CONTIGUES DES OS ET DU CARTILAGE ARTIC. 
C419	C41.9	2	914	-	T.M. DES OS ET DU CARTILAGE ARTIC., SAI 
C440	C44.0	2	61	-	T.M. DE LA FACE CUTANEE DE LA LEVRE
C442	C44.2	2	61	-	T.M. DE LA PEAU DE L'OREILLE ET DU CONDUIT AUDITIF EXT.
C444	C44.4	2	61	-	T.M. DE LA PEAU DU CUIR CHEVELU ET DU COU
C445	C44.5	2	61	-	T.M. DE LA PEAU DU TRONC 
C447	C44.7	2	61	-	T.M. DE LA PEAU DU MB. INF., Y COMPRIS LA HANCHE 
C448	C44.8	2	61	-	T.M. A LOC. CONTIGUES DE LA PEAU
C460	C46.0	2	984	-	SARCOME DE KAPOSI DE LA PEAU 
C461	C46.1	2	984	18	SARCOME DE KAPOSI DES TISSUS MOUS
C462	C46.2	2	726	-	SARCOME DE KAPOSI DU PALAIS 
C463	C46.3	2	984	-	SARCOME DE KAPOSI DES GGL. LYMPH.
C4670	C46.70	2	487	-	SARCOME DE KAPOSI O.R.L.
C4671	C46.71	2	12	12	SARCOME DE KAPOSI DIGESTIF
C4672	C46.72	2	462	-	SARCOME DE KAPOSI PULM.
C4678	C46.78	2	15	-	SARCOME DE KAPOSI DE LOC. NCA
C468	C46.8	2	984	-	SARCOME DE KAPOSI D'ORG. MULT.
C469	C46.9	2	996	-	SARCOME DE KAPOSI, SAI
C480	C48.0	2	984	-	T.M. DU RETROPERITOINE
C481	C48.1	2	747	12	T.M. DES PARTIES PREC. DU PERITOINE 
C482	C48.2	2	747	12	T.M. DU PERITOINE, SAI 
C488	C48.8	2	747	12	T.M. A LOC. CONTIGUES DU RETROPERITOINE ET DU PERITOINE 
C490	C49.0	2	793	18	T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DE TETE, FACE, 
C491	C49.1	2	984	18	T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU MB. SUP., 
C492	C49.2	2	984	18	T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU MB. INF., 
C4930	C49.30	2	196	-	T.M. DES VSSX DU THORAX
C4938	C49.38	2	196	18	T.M. DU TISSU CONJ. ET TISSUS MOUS NCA DU THORAX
C4940	C49.40	2	527	-	T.M. DES VSSX DE L'ABDO.
C4948	C49.48	2	527	-	T.M. DU TISSU CONJ. ET TISSUS MOUS NCA DE L'ABDO.
C4950	C49.50	2	807	-	T.M. DES VSSX DU BASSIN
C4958	C49.58	2	807	-	T.M. DU TISSU CONJ. ET TISSUS MOUS NCA, DU BASSIN
C496	C49.6	2	322	18	T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA DU TRONC, SAI
C498	C49.8	2	984	18	T.M. A LOC. CONTIGUES DU TISSU CONJ. ET DES TISSUS MOUS NCA
C499	C49.9	2	973	-	T.M. DU TISSU CONJ. ET DES TISSUS MOUS NCA, DE SIEGE SAI
C510	C51.0	2	251	31	T.M. DE LA GD. LEVRE 
C511	C51.1	2	251	31	T.M. DE LA PT. LEVRE 
C512	C51.2	2	251	31	T.M. DU CLITORIS 
C518	C51.8	2	251	31	T.M. A LOC. CONTIGUES DE LA VULVE 
C519	C51.9	2	251	31	T.M. DE LA VULVE, SAI
C52	C52	2	251	31	T.M. DU VAGIN 
C530	C53.0	2	251	31	T.M. DE L'ENDOCOL
C531	C53.1	2	251	31	T.M. DE L'EXOCOL 
C538	C53.8	2	251	31	T.M. A LOC. CONTIGUES DU COL DE L'UTERUS
C539	C53.9	2	251	31	T.M. DU COL DE L'UTERUS, SAI
C540	C54.0	2	251	31	T.M. DE L'ISTHME DE L'UTERUS
C541	C54.1	2	251	31	T.M. DE L'ENDOMETRE
C542	C54.2	2	251	31	T.M. DU MYOMETRE 
C543	C54.3	2	251	31	T.M. DU FOND DE L'UTERUS
C548	C54.8	2	251	31	T.M. A LOC. CONTIGUES DU CORPS DE L'UTERUS
C549	C54.9	2	251	31	T.M. DU CORPS DE L'UTERUS, SAI
C55	C55	2	251	31	T.M. DE L'UTERUS, PARTIE SAI
C56	C56	2	619	31	T.M. DE L'OVAIRE 
C570	C57.0	2	251	31	T.M. D'UNE TROMPE DE FALLOPE 
C571	C57.1	2	251	31	T.M. D'UN LIG. LARGE 
C572	C57.2	2	251	31	T.M. D'UN LIG. ROND
C573	C57.3	2	251	31	T.M. D'UN PARAMETRE
C574	C57.4	2	251	31	T.M. DES ANNEXES DE L'UTERUS, SAI
C577	C57.7	2	251	31	T.M. D'AUTRES ORG. GEN. DE LA FEMME PREC.
C578	C57.8	2	251	31	T.M. A LOC. CONTIGUES DES ORG. GEN. DE LA FEMME
C579	C57.9	2	619	31	T.M. D'UN ORG. GEN. DE LA FEMME, SAI 
C58	C58	2	251	31	T.M. DU PLACENTA 
C600	C60.0	2	491	30	T.M. DU PREPUCE
C601	C60.1	2	491	30	T.M. DU GLAND 
C602	C60.2	2	491	30	T.M. DU CORPS DE LA VERGE
C608	C60.8	2	491	30	T.M. A LOC. CONTIGUES DE LA VERGE
C609	C60.9	2	491	30	T.M. DE LA VERGE, SAI
C64	C64	2	1016	26	T.M. DU REIN, A L'EXCEPTION DU BASSINET 
C65	C65	2	469	26	T.M. DU BASSINET 
C680	C68.0	2	406	26	T.M. DE L'URETRE 
C681	C68.1	2	406	26	T.M. DE LA GLD. URETRALE 
C688	C68.8	2	406	26	T.M. A LOC. CONTIGUES DES ORG. URIN. 
C689	C68.9	2	44	26	T.M. D'UN ORG. URIN., SAI 
C700	C70.0	2	760	4	T.M. DES MENINGES CEREB.
C701	C70.1	2	760	-	T.M. DES MENINGES RACH.
C709	C70.9	2	760	-	T.M. DES MENINGES, SAI 
C710	C71.0	2	506	4	T.M. DU CERVEAU, SAUF LOBES ET VENTRICULES 
C711	C71.1	2	506	4	T.M. DU LOBE FRONTAL 
C712	C71.2	2	506	4	T.M. DU LOBE TEMPORAL
C713	C71.3	2	506	4	T.M. DU LOBE PARIETAL
C714	C71.4	2	506	4	T.M. DU LOBE OCCIPITAL 
C715	C71.5	2	506	4	T.M. D'UN VENTRICULE CEREB.
C716	C71.6	2	506	4	T.M. DU CERVELET 
C717	C71.7	2	506	4	T.M. DU TRONC CEREB. 
C718	C71.8	2	506	4	T.M. A LOC. CONTIGUES DE L'ENCEPHALE
C719	C71.9	2	506	4	T.M. DE L'ENCEPHALE, SAI 
C720	C72.0	2	896	-	T.M. DE LA MOELLE EP.
C721	C72.1	2	896	-	T.M. DE LA QUEUE DE CHEVAL
C722	C72.2	2	896	4	T.M. DU NERF OLFACTIF
C723	C72.3	2	896	4	T.M. DU NERF OPTIQUE 
C724	C72.4	2	896	4	T.M. DU NERF AUDITIF 
C725	C72.5	2	896	4	T.M. DES NERFS CRANIENS, NCA OU SAI 
C728	C72.8	2	896	4	T.M. A LOC. CONTIGUES DE L'ENCEPHALE ET D'AUTRES PARTIES 
C729	C72.9	2	506	-	T.M. DU SYST. NERV. CENTRAL, SAI
C770	C77.0	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. DE TETE, FACE, COU 
C771	C77.1	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. INTRATHOR. 
C772	C77.2	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. INTRA-ABDO.
C773	C77.3	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. DE L'AISSELLE ET DU MB. SUP. 
C774	C77.4	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. INGUINAUX ET DU MB. INF.
C775	C77.5	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. INTRAPELVIENS 
C778	C77.8	2	504	-	T.M. IIRE OU SAI DES GGL. LYMPH. DE SIEGES MULT.
C779	C77.9	2	504	-	T.M. IIRE OU SAI D'UN GGL. LYMPH. SAI
C781	C78.1	2	474	-	T.M. IIRE. DU MEDIASTIN
C782	C78.2	2	985	-	T.M. IIRE. DE LA PLEVRE
C783	C78.3	2	338	-	T.M. IIRE. DES ORG. RESP., NCA OU SAI
C784	C78.4	2	1002	12	T.M. IIRE. DE L'INTESTIN GRELE
C785	C78.5	2	1002	-	T.M. IIRE. DU GROS INTESTIN ET DU RECTUM
C786	C78.6	2	1002	12	T.M. IIRE. DU RETROPERITOINE ET DU PERITOINE
C787	C78.7	2	529	15	T.M. IIRE. DU FOIE ET V.B. INTRAHEP.
C788	C78.8	2	221	-	T.M. IIRE. DES ORG. DIG., NCA OU SAI 
C790	C79.0	2	395	26	T.M. IIRE. DU REIN ET DU BASSINET
C791	C79.1	2	8	26	T.M. IIRE. DE LA VESSIE ET DES ORG. URIN., NCA OU SAI
C792	C79.2	2	395	-	T.M. IIRE. DE LA PEAU
C793	C79.3	2	754	4	T.M. IIRE. DU CERVEAU ET DES MENINGES CEREB. 
C794	C79.4	2	391	-	T.M. IIRE. DE PARTIES DU SYST. NERV., NCA OU SAI 
C795	C79.5	2	175	-	T.M. IIRE. DES OS ET DE LA MOELLE OSSEUSE
C796	C79.6	2	395	31	T.M. IIRE. DE L'OVAIRE 
C797	C79.7	2	395	-	T.M. IIRE. DE LA GLD. SURRENALE
C798	C79.8	2	395	-	T.M. IIRE. D'AUTRES SIEGES PREC. 
C840	C84.0	2	29	-	MYCOSIS FONGOIDE 
C841	C84.1	2	29	-	RETICULOSE DE SEZARY 
C844	C84.4	2	29	-	LYMPHOME PERIPHERIQUE A CELL. T, NCA
C845	C84.5	2	29	-	AUTRES LYMPHOMES A CELL. T/NK MATURES
C846	C84.6	2	29	-	LYMPHOME ANAPLASIQUE A GD. CELL. ALK+
C847	C84.7	2	29	-	LYMPHOME ANAPLASIQUE A GD. CELL. ALK-
C848	C84.8	2	29	-	LYMPHOME CUTANE A CELL. T, SAI
C849	C84.9	2	29	-	LYMPHOME A CELL. T/NK MATURES, SAI 
C860	C86.0	2	4	-	LYMPHOME EXTRANODAL A CELL. T/NK, TYPE NASAL 
C861	C86.1	2	4	-	LYMPHOME HEPATOSPLENIQUE A CELL. T
C862	C86.2	2	4	-	LYMPHOME A CELL. T, TYPE ENTEROPATHIQUE 
C863	C86.3	2	4	-	LYMPHOME A CELL. T SIMULANT 1 PANNICULITE 
C864	C86.4	2	4	-	LYMPHOME A CELL. NK BLASTIQUES
C865	C86.5	2	4	-	LYMPHOME ANGIO-IMMUNOBLASTIQUE A CELL. T
C866	C86.6	2	4	-	SYND. LYMPHOPROLIFERATIF CUTANE PRIMITIF A CELL. T, CD30+ 
C900	C90.0	2	943	-	MYELOME MULT. 
C901	C90.1	2	149	-	LEUCEMIE A PLASMOCYTES
C902	C90.2	2	149	-	PLASMOCYTOME EXTRA-MEDULLAIRE
C903	C90.3	2	149	-	PLASMOCYTOME SOLITAIRE
C920	C92.0	2	308	-	LEUCEMIE MYELOBLASTIQUE AIG.
C922	C92.2	2	308	-	LEUCEMIE MYELOIDE CHRON. ATYPIQUE ABL-BCR- 
C925	C92.5	2	308	-	LEUCEMIE MYELOMONOCYTAIRE AIG.
C930	C93.0	2	898	-	LEUCEMIE MONOBLASTIQUE/MONOCYTAIRE AIG.
C931	C93.1	2	898	-	LEUCEMIE MYELOMONOCYTAIRE CHRON.
C933	C93.3	2	898	-	LEUCEMIE MYELOMONOCYTAIRE JUVENILE 
C937	C93.7	2	898	-	LEUCEMIES MONOCYTAIRES, NCA
C939	C93.9	2	898	-	LEUCEMIE MONOCYTAIRE, SAI
C940	C94.0	2	531	-	LEUCEMIE ERYTHROIDE AIG. 
C942	C94.2	2	898	-	LEUCEMIE A MEGACARYOCYTES
C944	C94.4	2	898	-	PANMYELOSE AIG. AVEC MYELOFIBROSE
C946	C94.6	2	898	-	MAL. MYELODYSPLASIQUE ET MYELOPROLIFERATIVE, NCA
D070	D07.0	2	359	31	CARC. IN SITU DE L'ENDOMETRE
D071	D07.1	2	359	31	CARC. IN SITU DE LA VULVE
D150	D15.0	2	808	-	T.B. DU THYMUS
D151	D15.1	2	388	-	T.B. DU COEUR 
D152	D15.2	2	808	-	T.B. DU MEDIASTIN
D157	D15.7	2	808	-	T.B. D'AUTRES ORG. INTRATHOR. PREC. 
D159	D15.9	2	808	-	T.B. D'UN ORG. INTRATHOR., SAI 
D320	D32.0	2	199	-	T.B. DES MENINGES CEREB. 
D321	D32.1	2	199	-	T.B. DES MENINGES RACH. 
D329	D32.9	2	199	-	T.B. DES MENINGES, SAI 
D330	D33.0	2	186	-	T.B. DE L'ENCEPHALE, SUPRATENTORIEL 
D331	D33.1	2	186	-	T.B. DE L'ENCEPHALE, INFRATENTORIEL 
D332	D33.2	2	186	-	T.B. DE L'ENCEPHALE, SAI
D334	D33.4	2	707	-	T.B. DE LA MOELLE EP.
D351	D35.1	2	17	-	T.B. D'UNE PARATHYROIDE
D381	D38.1	2	424	-	T. EV. IMPR., INC. DE LA TRACHEE, DES BRONCHES ET DU POUMON 
D382	D38.2	2	424	-	T. EV. IMPR., INC. DE LA PLEVRE
D383	D38.3	2	424	-	T. EV. IMPR., INC. DU MEDIASTIN
D384	D38.4	2	424	-	T. EV. IMPR., INC. DU THYMUS 
D410	D41.0	2	393	26	T. EV. IMPR., INC. DU REIN
D411	D41.1	2	393	26	T. EV. IMPR., INC. DU BASSINET 
D412	D41.2	2	393	26	T. EV. IMPR., INC. DE L'URETERE 
D413	D41.3	2	393	26	T. EV. IMPR., INC. DE L'URETRE
D417	D41.7	2	393	26	T. EV. IMPR., INC. D'AUTRES ORG. URIN.
D420	D42.0	2	317	4	T. EV. IMPR., INC. DES MENINGES CEREB.
D421	D42.1	2	317	-	T. EV. IMPR., INC. DES MENINGES RACH.
D429	D42.9	2	317	-	T. EV. IMPR., INC. DES MENINGES, SAI 
D430	D43.0	2	761	4	T. EV. IMPR., INC. DE L'ENCEPHALE, SUPRATENTORIEL
D431	D43.1	2	761	4	T. EV. IMPR., INC. DE L'ENCEPHALE, INFRATENTORIEL 
D432	D43.2	2	761	4	T. EV. IMPR., INC. DE L'ENCEPHALE, SAI
D433	D43.3	2	761	4	T. EV. IMPR., INC. DES NERFS CRANIENS
D434	D43.4	2	761	-	T. EV. IMPR., INC. DE LA MOELLE EP.
D437	D43.7	2	761	-	T. EV. IMPR., INC. D'AUTRES PARTIES DU S.N.C. 
D439	D43.9	2	761	-	T. EV. IMPR., INC. DU SYST. NERV. CENTRAL, SAI
D441	D44.1	2	513	-	T. EV. IMPR., INC. DE LA SURRENALE
D4440	D44.40	2	513	4	CRANIOPHARYNGIOME
D460	D46.0	2	294	-	ANEMIE REFRACTAIRE SANS SIDEROBLASTES EN COURONNE, 
D461	D46.1	2	294	-	ANEMIE REFRACTAIRE AVEC SIDEROBLASTES EN COURONNE
D462	D46.2	2	294	-	ANÉMIE RÉFRACTAIRE + EXCÈS BLASTES
D464	D46.4	2	294	-	ANEMIE REFRACTAIRE, SAI
D465	D46.5	2	294	-	ANEMIE REFRACTAIRE AVEC DYSPLASIE DE PLUS. LIGNEES CELL. 
D466	D46.6	2	294	-	SYND. MYELODYSPLASIQUE AVEC SYND. DE DELETION ISOLE 
D467	D46.7	2	294	-	SYND. MYELODYSPLASIQUES, NCA
D469	D46.9	2	294	-	SYND. MYELODYSPLASIQUE, SAI 
D470	D47.0	2	246	-	T. EV. IMPR., INC. A HISTIOCYTES ET MASTOCYTES
D471	D47.1	2	246	-	MAL. MYELOPROLIFERATIVE
D472	D47.2	2	950	-	GAMMAPATHIE MONOCLONALE DE SIGNIFICATION INDETERMINEE 
D474	D47.4	2	246	-	OSTEOMYELOFIBROSE
D500	D50.0	2	1005	-	ANEMIE PAR CARENCE EN FER IIRE. A UNE PERTE DE SANG
D501	D50.1	2	1005	-	DYSPHAGIE SIDEROPENIQUE 
D508	D50.8	2	1005	-	ANEMIES PAR CARENCE EN FER, NCA
D509	D50.9	2	1005	-	ANEMIE PAR CARENCE EN FER, SAI 
D510	D51.0	2	660	-	ANEMIE PAR CARENCE EN VIT. B12 DUE A UNE CARENCE EN FACT. 
D511	D51.1	2	660	-	ANEMIE PAR CAR. VIT. B12 DUE A MALABS. DE LA VIT. B12, + 
D512	D51.2	2	660	-	CARENCE EN TRANSCOBALAMINE II 
D513	D51.3	2	660	-	ANEMIES PAR CARENCE ALIMENTAIRE EN VIT. B12, NCA
D518	D51.8	2	660	-	ANEMIES PAR CARENCE EN VIT. B12, NCA
D519	D51.9	2	660	-	ANEMIE PAR CARENCE EN VIT. B12, SAI
D520	D52.0	2	660	-	ANEMIE PAR CARENCE ALIMENTAIRE EN ACIDE FOLIQUE 
D521	D52.1	2	660	-	ANEMIE PAR CARENCE EN ACIDE FOLIQUE DUE A DES MEDICAM.
D528	D52.8	2	660	-	ANEMIES PAR CARENCE EN ACIDE FOLIQUE, NCA
D529	D52.9	2	660	-	ANEMIE PAR CARENCE EN ACIDE FOLIQUE, SAI
D530	D53.0	2	663	-	ANEMIE PAR CARENCE EN PROTEINES
D531	D53.1	2	663	-	ANEMIES MEGALOBLASTIQUES, NCA
D538	D53.8	2	663	-	ANEMIES NUTR. PREC., NCA
D539	D53.9	2	860	-	ANEMIE NUTR., SAI
D590	D59.0	2	660	-	ANEMIE HEMOLYTIQUE AUTO-IMMUNE, DUE A DES MEDICAM.
D591	D59.1	2	660	-	ANEMIES HEMOLYTIQUES AUTO-IMMUNES, NCA 
D592	D59.2	2	660	-	ANEMIE HEMOLYTIQUE NON AUTO-IMMUNE, DUE A DES MEDICAM.
D593	D59.3	2	660	-	SYND. HEMOLYTIQUE UREMIQUE 
D594	D59.4	2	660	-	ANEMIES HEMOLYTIQUES NON AUTO-IMMUNES, NCA
D595	D59.5	2	660	-	HEMOGLOBINURIE NOCTURNE PAROXYSTIQUE 
D596	D59.6	2	660	-	HEMOGLOBINURIE DUE A UNE HEMOLYSE RELEVANT D'AUTRES 
D598	D59.8	2	660	-	ANEMIES HEMOLYTIQUES ACQUISES, NCA 
D599	D59.9	2	660	-	ANEMIE HEMOLYTIQUE ACQUISE, SAI 
D600	D60.0	2	158	-	APLASIE MEDULLAIRE ACQUISE PURE, CHRON.
D601	D60.1	2	158	-	APLASIE MEDULLAIRE ACQUISE PURE, TRANSIT.
D608	D60.8	2	158	-	APLASIES MEDULLAIRES ACQUISES PURES, NCA 
D609	D60.9	2	158	-	APLASIE MEDULLAIRE ACQUISE PURE, SAI 
D610	D61.0	2	481	-	APLASIE MEDULLAIRE CONSTITUTIONNELLE
D613	D61.3	2	481	-	APLASIE MEDULLAIRE IDIOP.
D619	D61.9	2	883	-	APLASIE MEDULLAIRE, SAI 
D62	D62	2	573	-	ANEMIE POSTHEMORRAGIQUE AIG. 
D630	D63.0	2	54	-	ANEMIE AVEC MAL. TUMORALES
D638	D63.8	2	466	-	ANEMIE AVEC AUTRES MAL. CHRON. CL. AILL.
D640	D64.0	2	325	-	ANEMIE SIDEROBLASTIQUE HERED. 
D642	D64.2	2	325	-	ANEMIE SIDEROBLASTIQUE IIRE., DUE A DES MEDICAM. ET DES 
D643	D64.3	2	325	-	ANEMIES SIDEROBLASTIQUES, NCA
D644	D64.4	2	325	-	ANEMIE DYSERYTHROPOIETIQUE CONG.
D648	D64.8	2	325	-	ANEMIES PREC., NCA
D66	D66	2	272	44	CARENCE HERED. EN FACT. VIII 
D683	D68.3	2	89	-	TBL. HEMORR. DUS A DES ANTICOAGULANTS CIRCULANTS
D684	D68.4	2	512	-	CARENCE ACQUISE EN FACT. DE COAGULATION
D70	D70	2	906	-	AGRANULOCYTOSE
D71	D71	2	736	-	ANOM. FCT. DES GRANULOCYTES NEUTROPHILES 
D721	D72.1	2	720	-	EOSINOPHILIE
D732	D73.2	2	345	-	SPLENOMEGALIE CONGESTIVE CHRON. 
D740	D74.0	2	720	-	METHEMOGLOBINEMIE CONG.
D748	D74.8	2	720	-	METHEMOGLOBINEMIES, NCA
D749	D74.9	2	720	-	METHEMOGLOBINEMIE, SAI
D801	D80.1	2	422	-	HYPOGAMMAGLOBULINEMIE
D810	D81.0	2	659	-	DEFIC. IMMUN. COMBINE SEVERE AVEC DYSGENESIE RETICULAIRE
D811	D81.1	2	659	-	DEFIC. IMMUN. COMBINE SEVERE AVEC NB. FAIBLE DE CELL. B ET T
D812	D81.2	2	659	-	DEFIC. IMMUN. COMBINE SEVERE AVEC NB. FAIBLE OU NL. DE 
D813	D81.3	2	422	-	DEFIC. EN ADENOSINE DESAMINASE
D814	D81.4	2	422	-	SYND. DE NEZELOF 
D815	D81.5	2	422	-	DEFIC. EN PURINE NUCLEOSIDE PHOSPHORYLASE
D816	D81.6	2	422	-	DEFIC. EN COMPLEXE MAJEUR D'HISTOCOMPTABILITE CLASSE I 
D817	D81.7	2	422	-	DEFIC. EN COMPLEXE MAJEUR D'HISTOCOMPTABILITE CLASSE II
D818	D81.8	2	422	-	DEFIC. IMMUN. COMBINES, NCA 
D819	D81.9	2	659	-	DEFIC. IMMUN. COMBINE, SAI
D890	D89.0	2	974	-	HYPERGAMMAGLOBULINEMIE POLYCLONALE 
D891	D89.1	2	657	-	CRYOGLOBULINEMIE 
D892	D89.2	2	657	-	HYPERGAMMAGLOBULINEMIE, SAI 
D893	D89.3	2	739	-	SYND. RESTAURATION IMMUN.
D898	D89.8	2	142	-	ANOM. PREC. DU SYST. IMMUN., NCA 
E035	E03.5	2	665	-	COMA MYXOEDEMATEUX
E050	E05.0	2	392	-	THYREOTOXICOSE AVEC GOITRE DIFFUS
E051	E05.1	2	392	-	THYREOTOXICOSE AVEC NODULE THYROIDIEN SIMPLE 
E053	E05.3	2	392	-	THYREOTOXICOSE DUE A DES NODULES THYROIDIENS 
E054	E05.4	2	392	-	THYREOTOXICOSE FACTICE
E055	E05.5	2	392	-	CRISE AIG. THYREOTOXIQUE
E058	E05.8	2	392	-	THYREOTOXICOSES, NCA
E059	E05.9	2	392	-	THYREOTOXICOSE, SAI 
E100	E10.0	2	105	-	DIABETE TYPE 1, AVEC COMA 
E101	E10.1	2	105	-	DIABETE TYPE 1, AVEC ACIDOCETOSE
E102	E10.2	2	811	27	DIABETE TYPE 1, AVEC COMPLIC. RENALES 
E103	E10.3	2	63	-	DIABETE TYPE 1, AVEC COMPLIC. OCULAIRES
E104	E10.4	2	979	-	DIABETE TYPE 1, AVEC COMPLIC. NEURO.
E105	E10.5	2	495	-	DIABETE TYPE 1, AVEC COMPLIC. VASC. PERIPH.
E106	E10.6	2	105	-	DIABETE TYPE 1, AVEC AUTRES COMPLIC. PREC. 
E107	E10.7	2	105	-	DIABETE TYPE 1, AVEC COMPLIC. MULT.
E108	E10.8	2	256	-	DIABETE TYPE 1, AVEC COMPLIC. NON PREC. 
E1100	E11.00	2	714	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMA 
E1108	E11.08	2	105	-	DIABETE TYPE 2 NON INSULINOTRAITE OU SAI, AVEC COMA 
E1110	E11.10	2	714	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC ACIDOCETOSE 
E1118	E11.18	2	105	-	DIABETE TYPE 2 NON INSULINOTRAITE OU SAI, AVEC 
E1120	E11.20	2	714	27	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. RENALES
E1128	E11.28	2	105	27	DIABETE TYPE 2 NON INSULINOTRAITE OU SAI, AVEC COMPLIC. 
E1130	E11.30	2	676	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. OCULAIRES
E1138	E11.38	2	63	-	DIABETE TYPE 2 NON INSULINOTRAITE OU SAI, AVEC COMPLIC. 
E1140	E11.40	2	16	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. NEURO. 
E1148	E11.48	2	979	-	DIABETE TYPE 2 NON INSULINOTRAITE OU SAI, AVEC COMPLIC. 
E1150	E11.50	2	201	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. VASC. PERIPH. 
E1160	E11.60	2	635	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC AUTRES COMPLIC. PREC.
E1170	E11.70	2	635	-	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. MULT.
E1180	E11.80	2	759	42	DIABETE TYPE 2 INSULINOTRAITE, AVEC COMPLIC. SAI
E1190	E11.90	2	404	42	DIABETE TYPE 2 INSULINOTRAITE, SANS COMPLIC.
E120	E12.0	2	105	-	DIABETE SUCRE DE MALNUTRITION, AVEC COMA 
E121	E12.1	2	105	-	DIABETE SUCRE DE MALNUTRITION, AVEC ACIDOCETOSE
